YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Total,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2018,2018,SD,South Dakota,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(44.353130053000484, -100.3735306369997)",TV,TV2,Q066,VALUE,46,Total,Total,OVR,OVERALL
2014,2014,WV,West Virginia,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(38.665510202, -80.712640135)",TV,TV2,Q065,VALUE,54,Total,Total,OVR,OVERALL
2012,2012,NJ,New Jersey,School Health Policies and Practices Study,Physical Activity,Physical Activity - Environmental or Policy Supports,State provides guidance on policies for school districts or schools on time spent in moderate-to-vigorous intensity physical activity during physical education class,,Value,No,10002,,,Total,"(40.130570048, -74.273691288)",PA,PA2,Q056,VALUE,34,Total,Total,OVR,OVERALL
2014,2014,FL,Florida,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,0.9,0.9,,,Total,"(28.932040377, -81.928960539)",BF,BF2,Q014,VALUE,12,Total,Total,OVR,OVERALL
2015,2015,NV,Nevada,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(39.49324039, -117.071840564)",PA,PA2,Q052,VALUE,32,Total,Total,OVR,OVERALL
2015,2015,NC,North Carolina,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(35.466220975, -79.159250463)",TV,TV2,Q066,VALUE,37,Total,Total,OVR,OVERALL
2013,2013,AZ,Arizona,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,3.1,3.1,,,Total,"(34.86597028, -111.763811277)",BF,BF2,Q013,VALUE,04,Total,Total,OVR,OVERALL
2018,2018,CA,California,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(37.63864012300047, -120.99999953799971)",FV,FV2,Q032,VALUE,06,Total,Total,OVR,OVERALL
2016,2016,OH,Ohio,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,18.1,18.1,,,Total,"(40.060210141, -82.404260056)",BF,BF2,Q016,VALUE,39,Total,Total,OVR,OVERALL
2010,2010,LA,Louisiana,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(31.312660644, -92.445680071)",TV,TV2,Q066,VALUE,22,Total,Total,OVR,OVERALL
2016,2016,MN,Minnesota,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,19.3,19.3,,,Total,"(46.355648736, -94.794200503)",SD,SD2,Q062,VALUE,27,Total,Total,OVR,OVERALL
2016,2016,PR,Puerto Rico,School Health Profiles (Profiles),Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of secondary schools that offered a self-serve salad bar to students,,Value,33.3,33.3,,,Total,"(18.220833, -66.590149)",FV,FV2,Q061,VALUE,72,Total,Total,OVR,OVERALL
2008,2008,RI,Rhode Island,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,4.1,4.1,,,Total,"(41.708280193, -71.522470314)",BF,BF2,Q013,VALUE,44,Total,Total,OVR,OVERALL
2019,2019,MI,Michigan,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(44.6613195430005, -84.71439026999968)",SD,SD2,Q064,VALUE,26,Total,Total,OVR,OVERALL
2012,2012,MS,Mississippi,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,"Number of farmers markets per 100,000 residents",,Value,2.5,2.5,,,Total,"(32.745510099, -89.538030825)",FV,FV2,Q024,VALUE,28,Total,Total,OVR,OVERALL
2007,2007,NJ,New Jersey,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.2,2.2,,,Total,"(40.130570048, -74.273691288)",BF,BF2,Q013,VALUE,34,Total,Total,OVR,OVERALL
2016,2016,SC,South Carolina,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(33.998821303, -81.045371207)",TV,TV2,Q065,VALUE,45,Total,Total,OVR,OVERALL
2018,2018,DE,Delaware,CDC Maternity Practices in Infant Nutrition and Care Survey,Breastfeeding,Breastfeeding - Environmental or Policy Supports,Average Maternity Practice in Infant Nutrition and Care (mPINC) score among hospitals and birthing facilities,,Value,83,83,,,Total,"(39.008830667, -75.577741168)",BF,BF2,Q009,VALUE,10,Total,Total,OVR,OVERALL
2011,2011,PA,Pennsylvania,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(40.793730152, -77.860700294)",SD,SD2,Q064,VALUE,42,Total,Total,OVR,OVERALL
2010,2010,NV,Nevada,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(39.49324039, -117.071840564)",FV,FV2,Q032,VALUE,32,Total,Total,OVR,OVERALL
2002,2017,MO,Missouri,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State-level farm to school/preschool policy,,Value,No,10002,,,Total,"(38.635790776, -92.566300053)",FV,FV2,Q034,VALUE,29,Total,Total,OVR,OVERALL
2016,2016,KS,Kansas,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,No,10002,,,Total,"(38.3477403, -98.200781227)",PA,PA2,Q053,VALUE,20,Total,Total,OVR,OVERALL
2012,2012,NE,Nebraska,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,7.5,7.5,,,Total,"(41.641040988001, -99.365720623)",BF,BF2,Q016,VALUE,31,Total,Total,OVR,OVERALL
2016,2016,AL,Alabama,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.8,2.8,,,Total,"(32.840571122, -86.631860762)",BF,BF2,Q013,VALUE,01,Total,Total,OVR,OVERALL
2016,2016,KS,Kansas,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,16.5,16.5,,,Total,"(38.3477403, -98.200781227)",SD,SD2,Q062,VALUE,20,Total,Total,OVR,OVERALL
2014,2014,WA,Washington,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(47.522278629, -120.47001079)",SD,SD2,Q064,VALUE,53,Total,Total,OVR,OVERALL
2016,2016,CO,Colorado,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(38.843840757, -106.133610921)",TV,TV2,Q066,VALUE,08,Total,Total,OVR,OVERALL
2020,2020,OK,Oklahoma,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,30.9,30.9,,,Total,"(35.47203135600046, -97.52107021399968)",BF,BF2,Q016,VALUE,40,Total,Total,OVR,OVERALL
2014,2014,MO,Missouri,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(38.635790776, -92.566300053)",FV,FV2,Q033,VALUE,29,Total,Total,OVR,OVERALL
2015,2015,WA,Washington,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(47.522278629, -120.47001079)",PA,PA2,Q052,VALUE,53,Total,Total,OVR,OVERALL
2019,2019,AR,Arkansas,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(34.74865012400045, -92.27449074299966)",PA,PA2,Q052,VALUE,05,Total,Total,OVR,OVERALL
2016,2016,WV,West Virginia,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,2.9,2.9,,,Total,"(38.665510202, -80.712640135)",SD,SD2,Q062,VALUE,54,Total,Total,OVR,OVERALL
2010,2010,SD,South Dakota,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.0,0,,,Total,"(44.353130053, -100.373530637)",BF,BF2,Q016,VALUE,46,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(41.708280193, -71.522470314)",TV,TV2,Q065,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,ME,Maine,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of farmers markets that accept WIC Farmers Market Nutrition Program coupons,,Value,40.6,40.6,,,Total,"(45.254228894001, -68.985031336)",FV,FV2,Q030,VALUE,23,Total,Total,OVR,OVERALL
2011,2011,WV,West Virginia,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,0.8,0.8,,,Total,"(38.665510202, -80.712640135)",BF,BF2,Q014,VALUE,54,Total,Total,OVR,OVERALL
2012,2012,ID,Idaho,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(43.682630005, -114.363730042)",TV,TV2,Q066,VALUE,16,Total,Total,OVR,OVERALL
2011,2011,TN,Tennessee,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(35.68094058, -85.774490914)",TV,TV2,Q066,VALUE,47,Total,Total,OVR,OVERALL
2009,2009,NM,New Mexico,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.4,2.4,,,Total,"(34.520880952, -106.240580985)",BF,BF2,Q013,VALUE,35,Total,Total,OVR,OVERALL
2013,2013,WV,West Virginia,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,3.1,3.1,,,Total,"(38.665510202, -80.712640135)",BF,BF2,Q013,VALUE,54,Total,Total,OVR,OVERALL
2011,2011,WY,Wyoming,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(43.235541343, -108.109830353)",SD,SD2,Q064,VALUE,56,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(40.79373015200048, -77.86070029399963)",PA,PA2,Q053,VALUE,42,Total,Total,OVR,OVERALL
2014,2014,IL,Illinois,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(40.485010283, -88.997710178)",PA,PA2,Q053,VALUE,17,Total,Total,OVR,OVERALL
2008,2008,MD,Maryland,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.0,0,,,Total,"(39.290580964, -76.609260111)",BF,BF2,Q016,VALUE,24,Total,Total,OVR,OVERALL
2010,2010,NE,Nebraska,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(41.641040988001, -99.365720623)",PA,PA2,Q052,VALUE,31,Total,Total,OVR,OVERALL
2012,2012,WV,West Virginia,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.0,0,,,Total,"(38.665510202, -80.712640135)",BF,BF2,Q016,VALUE,54,Total,Total,OVR,OVERALL
2011,2011,NY,New York,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.5,2.5,,,Total,"(42.827001032, -75.543970427)",BF,BF2,Q013,VALUE,36,Total,Total,OVR,OVERALL
2014,2014,NV,Nevada,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(39.49324039, -117.071840564)",PA,PA2,Q052,VALUE,32,Total,Total,OVR,OVERALL
2014,2014,NE,Nebraska,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(41.641040988001, -99.365720623)",TV,TV2,Q066,VALUE,31,Total,Total,OVR,OVERALL
2013,2013,SD,South Dakota,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,5.2,5.2,,,Total,"(44.353130053, -100.373530637)",BF,BF2,Q016,VALUE,46,Total,Total,OVR,OVERALL
2014,2014,MD,Maryland,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(39.290580964, -76.609260111)",PA,PA2,Q052,VALUE,24,Total,Total,OVR,OVERALL
2015,2015,DC,District of Columbia,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(38.890371385, -77.031961127)",PA,PA2,Q053,VALUE,11,Total,Total,OVR,OVERALL
2015,2015,MT,Montana,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,1.5,1.5,,,Total,"(47.066528972, -109.424420645)",BF,BF2,Q016,VALUE,30,Total,Total,OVR,OVERALL
2014,2014,NC,North Carolina,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(35.466220975, -79.159250463)",PA,PA2,Q053,VALUE,37,Total,Total,OVR,OVERALL
2017,2017,MD,Maryland,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,Yes,10001,,,Total,"(39.290580964, -76.609260111)",TV,TV2,Q065,VALUE,24,Total,Total,OVR,OVERALL
2019,2019,AK,Alaska,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(64.84507995700051, -147.72205903599973)",SD,SD2,Q064,VALUE,02,Total,Total,OVR,OVERALL
2011,2011,GA,Georgia,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(32.839681093, -83.627580346)",SD,SD2,Q064,VALUE,13,Total,Total,OVR,OVERALL
2017,2017,CO,Colorado,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(38.843840757, -106.133610921)",TV,TV2,Q066,VALUE,08,Total,Total,OVR,OVERALL
2014,2014,PA,Pennsylvania,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,3.0,3,,,Total,"(40.793730152, -77.860700294)",BF,BF2,Q013,VALUE,42,Total,Total,OVR,OVERALL
2018,2018,NC,North Carolina,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(35.466220975000454, -79.15925046299964)",FV,FV2,Q032,VALUE,37,Total,Total,OVR,OVERALL
2016,2016,NV,Nevada,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.8,1.8,,,Total,"(39.49324039, -117.071840564)",BF,BF2,Q013,VALUE,32,Total,Total,OVR,OVERALL
2011,2011,WA,Washington,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(47.522278629, -120.47001079)",FV,FV2,Q033,VALUE,53,Total,Total,OVR,OVERALL
2013,2013,PA,Pennsylvania,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.1,0.1,,,Total,"(40.793730152, -77.860700294)",BF,BF2,Q016,VALUE,42,Total,Total,OVR,OVERALL
2012,2012,ND,North Dakota,School Health Policies and Practices Study,Physical Activity,Physical Activity - Environmental or Policy Supports,State provides guidance on policies for school districts or schools on recess,,Value,Yes,10001,,,Total,"(47.475319779, -100.118421049)",PA,PA2,Q055,VALUE,38,Total,Total,OVR,OVERALL
2018,2018,AR,Arkansas,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(34.74865012400045, -92.27449074299966)",TV,TV2,Q066,VALUE,05,Total,Total,OVR,OVERALL
2018,2018,PA,Pennsylvania,CDC Maternity Practices in Infant Nutrition and Care Survey,Breastfeeding,Breastfeeding - Environmental or Policy Supports,Average Maternity Practice in Infant Nutrition and Care (mPINC) score among hospitals and birthing facilities,,Value,78,78,,,Total,"(40.793730152, -77.860700294)",BF,BF2,Q009,VALUE,42,Total,Total,OVR,OVERALL
2015,2015,TN,Tennessee,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(35.68094058, -85.774490914)",PA,PA2,Q053,VALUE,47,Total,Total,OVR,OVERALL
2016,2016,OK,Oklahoma,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(35.472031356, -97.521070214)",SD,SD2,Q064,VALUE,40,Total,Total,OVR,OVERALL
2013,2013,MI,Michigan,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(44.661319543001, -84.71439027)",PA,PA2,Q052,VALUE,26,Total,Total,OVR,OVERALL
2012,2012,NC,North Carolina,School Health Policies and Practices Study,Physical Activity,Physical Activity - Environmental or Policy Supports,State provides guidance on policies for school districts or schools on time spent in moderate-to-vigorous intensity physical activity during physical education class,,Value,Yes,10001,,,Total,"(35.466220975, -79.159250463)",PA,PA2,Q056,VALUE,37,Total,Total,OVR,OVERALL
2011,2011,VA,Virginia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(37.542680674, -78.457890463)",FV,FV2,Q033,VALUE,51,Total,Total,OVR,OVERALL
2013,2013,IA,Iowa,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(42.469400913, -93.816490556)",TV,TV2,Q066,VALUE,19,Total,Total,OVR,OVERALL
2014,2014,IL,Illinois,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,2.6,2.6,,,Total,"(40.485010283, -88.997710178)",BF,BF2,Q016,VALUE,17,Total,Total,OVR,OVERALL
2014,2014,SD,South Dakota,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,3.9,3.9,,,Total,"(44.353130053, -100.373530637)",BF,BF2,Q016,VALUE,46,Total,Total,OVR,OVERALL
2010,2010,ME,Maine,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(45.254228894001, -68.985031336)",SD,SD2,Q064,VALUE,23,Total,Total,OVR,OVERALL
2012,2012,NE,Nebraska,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of farmers markets that accept SNAP benefits,,Value,8.2,8.2,,,Total,"(41.641040988001, -99.365720623)",FV,FV2,Q029,VALUE,31,Total,Total,OVR,OVERALL
2013,2013,MD,Maryland,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,1.0,1,,,Total,"(39.290580964, -76.609260111)",BF,BF2,Q014,VALUE,24,Total,Total,OVR,OVERALL
2012,2012,UT,Utah,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase sports drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,64.2,64.2,,,Total,"(39.360700171, -111.587130635)",SD,SD2,Q063,VALUE,49,Total,Total,OVR,OVERALL
2016,2016,SC,South Carolina,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(33.998821303, -81.045371207)",PA,PA2,Q052,VALUE,45,Total,Total,OVR,OVERALL
2010,2010,AK,Alaska,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(64.845079957001, -147.722059036)",FV,FV2,Q033,VALUE,02,Total,Total,OVR,OVERALL
2016,2016,ID,Idaho,School Health Profiles (Profiles),Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of secondary schools that offered a self-serve salad bar to students,,Value,56.4,56.4,,,Total,"(43.682630005, -114.363730042)",FV,FV2,Q061,VALUE,16,Total,Total,OVR,OVERALL
2014,2014,MS,Mississippi,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(32.745510099, -89.538030825)",PA,PA2,Q053,VALUE,28,Total,Total,OVR,OVERALL
2016,2016,VT,Vermont,School Health Profiles (Profiles),Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of secondary schools that offered a self-serve salad bar to students,,Value,86.2,86.2,,,Total,"(43.625381239, -72.517640791)",FV,FV2,Q061,VALUE,50,Total,Total,OVR,OVERALL
2011,2011,ID,Idaho,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(43.682630005, -114.363730042)",FV,FV2,Q033,VALUE,16,Total,Total,OVR,OVERALL
2012,2012,CA,California,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Number of food hubs in each state,,Value,10,10,,,Total,"(37.638640123, -120.999999538)",FV,FV2,Q025,VALUE,06,Total,Total,OVR,OVERALL
2014,2014,MD,Maryland,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(39.290580964, -76.609260111)",TV,TV2,Q066,VALUE,24,Total,Total,OVR,OVERALL
2011,2011,AZ,Arizona,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(34.86597028, -111.763811277)",FV,FV2,Q033,VALUE,04,Total,Total,OVR,OVERALL
